device_trail_id,start,count,battery
4,1767258000,0,99
4,1767261600,0,99
4,1767265200,1,99
4,1767268800,1,99
4,1767272400,2,99
4,1767276000,1,99
4,1767279600,1,99
4,1767283200,1,99
4,1767286800,1,99
4,1767290400,1,99
4,1767294000,1,99
4,1767297600,1,99
4,1767301200,2,99
4,1767304800,2,99
4,1767308400,2,99
4,1767312000,1,99
4,1767315600,1,99
4,1767319200,1,99
4,1767322800,0,99
4,1767326400,0,99
4,1767330000,1,98
4,1767333600,0,98
4,1767337200,0,98
4,1767340800,0,98
4,1767344400,1,98
4,1767348000,1,98
4,1767351600,1,98
4,1767355200,1,98
4,1767358800,2,98
4,1767362400,1,98
4,1767366000,1,98
4,1767369600,1,98
4,1767373200,1,98
4,1767376800,1,98
4,1767380400,1,98
4,1767384000,1,98
4,1767387600,2,98
4,1767391200,2,98
4,1767394800,2,98
4,1767398400,2,98
4,1767402000,1,98
4,1767405600,0,98
4,1767409200,0,98
4,1767412800,1,98
4,1767416400,0,98
4,1767420000,0,98
4,1767423600,0,98
4,1767427200,0,98
4,1767430800,0,98
4,1767434400,1,98
4,1767438000,2,98
4,1767441600,3,98
4,1767445200,4,98
4,1767448800,3,98
4,1767452400,3,98
4,1767456000,3,98
4,1767459600,2,98
4,1767463200,2,98
4,1767466800,3,98
4,1767470400,3,98
4,1767474000,3,98
4,1767477600,4,98
4,1767481200,4,98
4,1767484800,3,98
4,1767488400,2,98
4,1767492000,2,98
4,1767495600,1,98
4,1767499200,1,98
5,1767243600,0,100
5,1767247200,0,100
5,1767250800,0,100
5,1767254400,0,100
5,1767258000,0,100
5,1767261600,1,100
5,1767265200,1,100
5,1767268800,1,100
5,1767272400,1,100
5,1767276000,2,100
5,1767279600,1,100
5,1767283200,1,100
5,1767286800,1,100
5,1767290400,1,100
5,1767294000,1,100
5,1767297600,1,100
5,1767301200,1,100
5,1767304800,2,100
5,1767308400,1,100
5,1767312000,1,100
5,1767315600,1,100
5,1767319200,1,100
5,1767322800,1,100
5,1767326400,0,100
5,1767330000,0,99
5,1767333600,0,99
5,1767337200,0,99
5,1767340800,0,99
5,1767344400,0,99
5,1767348000,1,99
5,1767351600,1,99
5,1767355200,1,99
5,1767358800,2,99
5,1767362400,2,99
5,1767366000,1,99
5,1767369600,2,99
5,1767373200,1,99
5,1767376800,2,99
5,1767380400,1,99
5,1767384000,1,99
5,1767387600,2,99
5,1767391200,2,99
5,1767394800,2,99
5,1767398400,2,99
5,1767402000,1,99
5,1767405600,1,99
5,1767409200,0,99
5,1767412800,0,99
5,1767416400,0,98
5,1767420000,0,98
5,1767423600,0,98
5,1767427200,0,98
5,1767430800,1,98
5,1767434400,1,98
5,1767438000,2,98
5,1767441600,3,98
5,1767445200,3,98
5,1767448800,3,98
5,1767452400,2,98
5,1767456000,2,98
5,1767459600,1,98
5,1767463200,2,98
5,1767466800,2,98
5,1767470400,2,98
5,1767474000,2,98
5,1767477600,3,98
5,1767481200,3,98
5,1767484800,3,98
5,1767488400,2,98
5,1767492000,1,98
5,1767495600,1,98
5,1767499200,0,98
6,1767243600,0,100
6,1767247200,0,100
6,1767250800,0,100
6,1767254400,0,100
6,1767258000,0,100
6,1767261600,0,100
6,1767265200,1,100
6,1767268800,1,100
6,1767272400,1,100
6,1767276000,1,100
6,1767279600,1,100
6,1767283200,1,100
6,1767286800,1,100
6,1767290400,0,100
6,1767294000,1,100
6,1767297600,1,100
6,1767301200,1,100
6,1767304800,1,100
6,1767308400,2,100
6,1767312000,1,100
6,1767315600,1,100
6,1767319200,1,100
6,1767322800,0,100
6,1767326400,1,100
6,1767330000,1,99
6,1767333600,0,99
6,1767337200,0,99
6,1767340800,0,99
6,1767344400,0,99
6,1767348000,0,99
6,1767351600,1,99
6,1767355200,0,99
6,1767358800,1,99
6,1767362400,1,99
6,1767366000,1,99
6,1767369600,1,99
6,1767373200,0,99
6,1767376800,0,99
6,1767380400,1,99
6,1767384000,1,99
6,1767387600,1,99
6,1767391200,1,99
6,1767394800,1,99
6,1767398400,1,99
6,1767402000,0,99
6,1767405600,1,99
6,1767409200,0,99
6,1767412800,0,99
6,1767416400,0,99
6,1767420000,1,99
6,1767423600,1,99
6,1767427200,0,99
6,1767430800,0,99
6,1767434400,1,99
6,1767438000,3,99
6,1767441600,4,99
6,1767445200,4,99
6,1767448800,4,99
6,1767452400,4,99
6,1767456000,4,99
6,1767459600,3,99
6,1767463200,2,99
6,1767466800,3,99
6,1767470400,4,99
6,1767474000,4,99
6,1767477600,5,99
6,1767481200,5,99
6,1767484800,4,99
6,1767488400,3,99
6,1767492000,2,99
6,1767495600,1,99
6,1767499200,1,99
7,1767243600,0,99
7,1767247200,0,99
7,1767250800,0,99
7,1767254400,0,99
7,1767258000,0,99
7,1767261600,1,99
7,1767265200,1,99
7,1767268800,1,99
7,1767272400,1,99
7,1767276000,1,99
7,1767279600,0,99
7,1767283200,0,99
7,1767286800,0,99
7,1767290400,0,99
7,1767294000,0,99
7,1767297600,1,99
7,1767301200,1,99
7,1767304800,1,99
7,1767308400,1,99
7,1767312000,1,99
7,1767315600,1,99
7,1767319200,1,99
7,1767322800,0,99
7,1767326400,0,99
7,1767330000,1,99
7,1767333600,1,99
7,1767337200,0,99
7,1767340800,0,99
7,1767344400,0,99
7,1767348000,1,99
7,1767351600,1,99
7,1767355200,2,99
7,1767358800,2,99
7,1767362400,1,99
7,1767366000,1,99
7,1767369600,1,99
7,1767373200,1,99
7,1767376800,1,99
7,1767380400,1,99
7,1767384000,2,99
7,1767387600,2,99
7,1767391200,2,99
7,1767394800,2,99
7,1767398400,2,99
7,1767402000,1,99
7,1767405600,1,99
7,1767409200,0,99
7,1767412800,0,99
7,1767416400,0,99
7,1767420000,0,99
7,1767423600,0,99
7,1767427200,0,99
7,1767430800,1,99
7,1767434400,1,99
7,1767438000,2,99
7,1767441600,3,99
7,1767445200,3,99
7,1767448800,2,99
7,1767452400,2,99
7,1767456000,2,99
7,1767459600,2,99
7,1767463200,2,99
7,1767466800,2,99
7,1767470400,3,99
7,1767474000,2,99
7,1767477600,3,99
7,1767481200,3,99
7,1767484800,2,99
7,1767488400,2,99
7,1767492000,1,99
7,1767495600,1,99
7,1767499200,0,99
8,1767243600,1,100
8,1767247200,0,100
8,1767250800,0,100
8,1767254400,0,100
8,1767258000,0,100
8,1767261600,1,100
8,1767265200,0,100
8,1767268800,1,100
8,1767272400,1,100
8,1767276000,0,100
8,1767279600,1,100
8,1767283200,1,100
8,1767286800,1,100
8,1767290400,1,100
8,1767294000,1,100
8,1767297600,1,100
8,1767301200,1,100
8,1767304800,1,100
8,1767308400,1,100
8,1767312000,1,100
8,1767315600,1,100
8,1767319200,0,100
8,1767322800,0,100
8,1767326400,0,100
8,1767330000,0,100
8,1767333600,0,100
8,1767337200,0,100
8,1767340800,0,100
8,1767344400,0,100
8,1767348000,0,100
8,1767351600,1,100
8,1767355200,1,100
8,1767358800,2,100
8,1767362400,2,100
8,1767366000,1,100
8,1767369600,1,100
8,1767373200,2,100
8,1767376800,1,100
8,1767380400,2,100
8,1767384000,2,100
8,1767387600,1,100
8,1767391200,2,100
8,1767394800,2,100
8,1767398400,1,100
8,1767402000,2,100
8,1767405600,1,100
8,1767409200,1,100
8,1767412800,0,100
8,1767416400,1,100
8,1767420000,1,100
8,1767423600,0,100
8,1767427200,0,100
8,1767430800,1,100
8,1767434400,1,100
8,1767438000,2,100
8,1767441600,3,100
8,1767445200,4,100
8,1767448800,3,100
8,1767452400,3,100
8,1767456000,2,100
8,1767459600,2,100
8,1767463200,3,100
8,1767466800,3,100
8,1767470400,4,100
8,1767474000,4,100
8,1767477600,5,100
8,1767481200,5,100
8,1767484800,4,100
8,1767488400,2,100
8,1767492000,2,100
8,1767495600,1,100
8,1767499200,1,100
9,1767243600,0,99
9,1767247200,0,99
9,1767250800,0,99
9,1767254400,0,99
9,1767258000,0,99
9,1767261600,0,99
9,1767265200,1,99
9,1767268800,1,99
9,1767272400,0,99
9,1767276000,1,99
9,1767279600,1,99
9,1767283200,0,99
9,1767286800,0,99
9,1767290400,1,99
9,1767294000,1,99
9,1767297600,1,99
9,1767301200,1,99
9,1767304800,1,99
9,1767308400,1,99
9,1767312000,1,99
9,1767315600,1,99
9,1767319200,0,99
9,1767322800,0,99
9,1767326400,1,99
9,1767330000,0,99
9,1767333600,0,99
9,1767337200,0,99
9,1767340800,0,99
9,1767344400,0,99
9,1767348000,0,99
9,1767351600,0,99
9,1767355200,0,99
9,1767358800,1,99
9,1767362400,1,99
9,1767366000,1,99
9,1767369600,1,99
9,1767373200,1,99
9,1767376800,0,99
9,1767380400,0,99
9,1767384000,1,99
9,1767387600,1,99
9,1767391200,1,99
9,1767394800,1,99
9,1767398400,1,99
9,1767402000,1,99
9,1767405600,0,99
9,1767409200,0,99
9,1767412800,0,99
9,1767416400,0,99
9,1767420000,0,99
9,1767423600,0,99
9,1767427200,0,99
9,1767430800,0,99
9,1767434400,0,99
9,1767438000,1,99
9,1767441600,2,99
9,1767445200,2,99
9,1767448800,2,99
9,1767452400,2,99
9,1767456000,1,99
9,1767459600,2,99
9,1767463200,1,99
9,1767466800,2,99
9,1767470400,2,99
9,1767474000,2,99
9,1767477600,3,99
9,1767481200,3,99
9,1767484800,2,99
9,1767488400,1,99
9,1767492000,1,99
9,1767495600,1,99
9,1767499200,1,99
10,1767243600,0,99
10,1767247200,0,99
10,1767250800,0,99
10,1767254400,0,99
10,1767258000,0,99
10,1767261600,0,99
10,1767265200,1,99
10,1767268800,1,99
10,1767272400,1,99
10,1767276000,1,99
10,1767279600,0,99
10,1767283200,1,99
10,1767286800,1,99
10,1767290400,0,99
10,1767294000,1,99
10,1767297600,1,99
10,1767301200,1,99
10,1767304800,1,99
10,1767308400,1,99
10,1767312000,1,99
10,1767315600,0,99
10,1767319200,1,99
10,1767322800,0,99
10,1767326400,1,99
10,1767330000,0,99
10,1767333600,0,99
10,1767337200,0,99
10,1767340800,1,99
10,1767344400,0,99
10,1767348000,0,99
10,1767351600,0,99
10,1767355200,1,99
10,1767358800,1,99
10,1767362400,1,99
10,1767366000,1,99
10,1767369600,1,99
10,1767373200,0,99
10,1767376800,1,99
10,1767380400,0,99
10,1767384000,0,99
10,1767387600,1,99
10,1767391200,1,99
10,1767394800,1,99
10,1767398400,0,99
10,1767402000,1,99
10,1767405600,0,99
10,1767409200,1,99
10,1767412800,0,99
10,1767416400,0,99
10,1767420000,0,99
10,1767423600,0,99
10,1767427200,0,99
10,1767430800,0,99
10,1767434400,1,99
10,1767438000,1,99
10,1767441600,1,99
10,1767445200,2,99
10,1767448800,1,99
10,1767452400,1,99
10,1767456000,1,99
10,1767459600,1,99
10,1767463200,0,99
10,1767466800,1,99
10,1767470400,1,99
10,1767474000,1,99
10,1767477600,1,99
10,1767481200,2,99
10,1767484800,1,99
10,1767488400,1,99
10,1767492000,1,99
10,1767495600,1,99
10,1767499200,0,99
